AnnoA;ClasseNUMERO;ClasseNOME;SESSO;Isc
2017/2018;L-26;Scienze e tecnologie alimentari;F;6872
2017/2018;L-26;Scienze e tecnologie alimentari;M;6147
2017/2018;L-27;Scienze e tecnologie chimiche;F;5824
2017/2018;L-27;Scienze e tecnologie chimiche;M;6808
2017/2018;L-28;Scienze e tecnologie della navigazione;F;139
2017/2018;L-28;Scienze e tecnologie della navigazione;M;790
2017/2018;L-29;Scienze e tecnologie farmaceutiche;F;5253
2017/2018;L-29;Scienze e tecnologie farmaceutiche;M;1688
2017/2018;L-30;Scienze e tecnologie fisiche;F;3842
2017/2018;L-30;Scienze e tecnologie fisiche;M;8380
2017/2018;L-31;Scienze e tecnologie informatiche;F;3219
2017/2018;L-31;Scienze e tecnologie informatiche;M;23006
2017/2018;L-32;Scienze e tecnologie per l'ambiente e la natura;F;4407
2017/2018;L-32;Scienze e tecnologie per l'ambiente e la natura;M;4107
2017/2018;L-33;Scienze economiche;F;16092
2017/2018;L-33;Scienze economiche;M;22443
2017/2018;L-34;Scienze geologiche;F;1530
2017/2018;L-34;Scienze geologiche;M;2921
2017/2018;L-35;Scienze matematiche;F;4591
2017/2018;L-35;Scienze matematiche;M;4517
2017/2018;L-36;Scienze politiche e delle relazioni internazionali;F;18003
2017/2018;L-36;Scienze politiche e delle relazioni internazionali;M;20134
2017/2018;L-37;Scienze sociali per la cooperazione, lo sviluppo e la pace;F;1446
2017/2018;L-37;Scienze sociali per la cooperazione, lo sviluppo e la pace;M;943
2017/2018;L-38;Scienze zootecniche e tecnologie delle produzioni animali;F;3860
2017/2018;L-38;Scienze zootecniche e tecnologie delle produzioni animali;M;1647
2017/2018;L-39;Servizio sociale;F;12149
2017/2018;L-39;Servizio sociale;M;1360
2017/2018;L-40;Sociologia;F;7117
2017/2018;L-40;Sociologia;M;2708
2017/2018;L-41;Statistica;F;1378
2017/2018;L-41;Statistica;M;2204
2017/2018;L-42;Storia;F;2813
2017/2018;L-42;Storia;M;5140
2017/2018;L-43;Diagnostica per la conservazione dei beni culturali;F;579
2017/2018;L-43;Diagnostica per la conservazione dei beni culturali;M;160
2017/2018;LM/DS;Scienze della difesa e della sicurezza;F;54
2017/2018;LM/DS;Scienze della difesa e della sicurezza;M;234
2017/2018;LM/SNT1;Scienze infermieristiche e ostetriche;F;1980
2017/2018;LM/SNT1;Scienze infermieristiche e ostetriche;M;725
2017/2018;LM/SNT2;Scienze riabilitative delle professioni sanitarie;F;835
2017/2018;LM/SNT2;Scienze riabilitative delle professioni sanitarie;M;273
2017/2018;LM/SNT3;Scienze delle professioni sanitarie tecniche;F;396
2017/2018;LM/SNT3;Scienze delle professioni sanitarie tecniche;M;290
2017/2018;LM/SNT4;Scienze delle professioni sanitarie della prevenzione;F;236
2017/2018;LM/SNT4;Scienze delle professioni sanitarie della prevenzione;M;248
2017/2018;LM-01;Antropologia culturale ed etnologia;F;903
2017/2018;LM-01;Antropologia culturale ed etnologia;M;419
2017/2018;LM-02;Archeologia;F;1803
2017/2018;LM-02;Archeologia;M;847
2017/2018;LM-03;Architettura del paesaggio;F;238
2017/2018;LM-03;Architettura del paesaggio;M;180
2017/2018;LM-04;Architettura e ingegneria edile-architettura;F;4776
2017/2018;LM-04;Architettura e ingegneria edile-architettura;M;3753
2017/2018;LM-04cu;Architettura e ingegneria edile-architettura (quinquennale);F;11771
2017/2018;LM-04cu;Architettura e ingegneria edile-architettura (quinquennale);M;9026
2017/2018;LM-05;Archivistica e biblioteconomia;F;345
2017/2018;LM-05;Archivistica e biblioteconomia;M;86
2017/2018;LM-06;Biologia;F;6721
2017/2018;LM-06;Biologia;M;2560
2017/2018;LM-07;Biotecnologie agrarie;F;246
2017/2018;LM-07;Biotecnologie agrarie;M;187
2017/2018;LM-08;Biotecnologie industriali;F;660
2017/2018;LM-08;Biotecnologie industriali;M;529
2017/2018;LM-09;Biotecnologie mediche, veterinarie e farmaceutiche;F;2629
2017/2018;LM-09;Biotecnologie mediche, veterinarie e farmaceutiche;M;1027
2017/2018;LM-10;Conservazione dei beni architettonici e ambientali;F;2
2017/2018;LM-11;Scienze per la conservazione dei beni culturali;F;248
2017/2018;LM-11;Scienze per la conservazione dei beni culturali;M;67
2017/2018;LM-12;Design;F;1792
2017/2018;LM-12;Design;M;1044
2017/2018;LM-13;Farmacia e farmacia industriale;F;27552
2017/2018;LM-13;Farmacia e farmacia industriale;M;10221
2017/2018;LM-14;Filologia moderna;F;6964
2017/2018;LM-14;Filologia moderna;M;2197
2017/2018;LM-15;Filologia, letterature e storia dell'antichità;F;1361
2017/2018;LM-15;Filologia, letterature e storia dell'antichità;M;495
2017/2018;LM-16;Finanza;F;832
2017/2018;LM-16;Finanza;M;1656
2017/2018;LM-17;Fisica;F;912
2017/2018;LM-17;Fisica;M;2369
2017/2018;LM-18;Informatica;F;567
2017/2018;LM-18;Informatica;M;2842
2017/2018;LM-19;Informazione e sistemi editoriali;F;1431
2017/2018;LM-19;Informazione e sistemi editoriali;M;629
2017/2018;LM-20;Ingegneria aerospaziale e astronautica;F;465
2017/2018;LM-20;Ingegneria aerospaziale e astronautica;M;2642
2017/2018;LM-21;Ingegneria biomedica;F;2337
2017/2018;LM-21;Ingegneria biomedica;M;1671
2017/2018;LM-22;Ingegneria chimica;F;963
2017/2018;LM-22;Ingegneria chimica;M;1361
2017/2018;LM-23;Ingegneria civile;F;2641
2017/2018;LM-23;Ingegneria civile;M;6671
2017/2018;LM-24;Ingegneria dei sistemi edilizi;F;1310
2017/2018;LM-24;Ingegneria dei sistemi edilizi;M;1731
2017/2018;LM-25;Ingegneria dell'automazione;F;299
2017/2018;LM-25;Ingegneria dell'automazione;M;1883
2017/2018;LM-26;Ingegneria della sicurezza;F;275
2017/2018;LM-26;Ingegneria della sicurezza;M;1260
2017/2018;LM-27;Ingegneria delle telecomunicazioni;F;420
2017/2018;LM-27;Ingegneria delle telecomunicazioni;M;1515
2017/2018;LM-28;Ingegneria elettrica;F;238
2017/2018;LM-28;Ingegneria elettrica;M;1693
2017/2018;LM-29;Ingegneria elettronica;F;479
2017/2018;LM-29;Ingegneria elettronica;M;2648
2017/2018;LM-30;Ingegneria energetica e nucleare;F;753
2017/2018;LM-30;Ingegneria energetica e nucleare;M;2713
2017/2018;LM-31;Ingegneria gestionale;F;3279
2017/2018;LM-31;Ingegneria gestionale;M;5423
2017/2018;LM-32;Ingegneria informatica;F;1016
2017/2018;LM-32;Ingegneria informatica;M;5838
2017/2018;LM-33;Ingegneria meccanica;F;1232
2017/2018;LM-33;Ingegneria meccanica;M;9876
2017/2018;LM-34;Ingegneria navale;F;97
2017/2018;LM-34;Ingegneria navale;M;380
2017/2018;LM-35;Ingegneria per l'ambiente e il territorio;F;1307
2017/2018;LM-35;Ingegneria per l'ambiente e il territorio;M;1784
2017/2018;LM-36;Lingue e letterature dell'Africa e dell'Asia;F;745
2017/2018;LM-36;Lingue e letterature dell'Africa e dell'Asia;M;209
2017/2018;LM-37;Lingue e letterature moderne europee e americane;F;6073
2017/2018;LM-37;Lingue e letterature moderne europee e americane;M;1069
2017/2018;LM-38;Lingue moderne per la comunicazione e la cooperazione internazionale;F;5382
2017/2018;LM-38;Lingue moderne per la comunicazione e la cooperazione internazionale;M;881
2017/2018;LM-39;Linguistica;F;1336
2017/2018;LM-39;Linguistica;M;334
2017/2018;LM-40;Matematica;F;1650
2017/2018;LM-40;Matematica;M;1501
2017/2018;LM-41;Medicina e chirurgia;F;42856
2017/2018;LM-41;Medicina e chirurgia;M;34875
2017/2018;LM-42;Medicina veterinaria;F;3538
2017/2018;LM-42;Medicina veterinaria;M;1572
2017/2018;LM-43;Metodologie informatiche per le discipline umanistiche;F;125
2017/2018;LM-43;Metodologie informatiche per le discipline umanistiche;M;79
2017/2018;LM-44;Modellistica matematico-fisica per l'ingegneria;F;298
2017/2018;LM-44;Modellistica matematico-fisica per l'ingegneria;M;640
2017/2018;LM-45;Musicologia e beni musicali;F;328
2017/2018;LM-45;Musicologia e beni musicali;M;239
2017/2018;LM-46;Odontoiatria e protesi dentaria;F;2835
2017/2018;LM-46;Odontoiatria e protesi dentaria;M;3104
2017/2018;LM-47;Organizzazione e gestione dei servizi per lo sport e le attività motorie;F;410
2017/2018;LM-47;Organizzazione e gestione dei servizi per lo sport e le attività motorie;M;957
2017/2018;LM-48;Pianificazione territoriale urbanistica e ambientale;F;434
2017/2018;LM-48;Pianificazione territoriale urbanistica e ambientale;M;424
2017/2018;LM-49;Progettazione e gestione dei sistemi turistici;F;1068
2017/2018;LM-49;Progettazione e gestione dei sistemi turistici;M;350
2017/2018;LM-50;Programmazione e gestione dei servizi educativi;F;2193
2017/2018;LM-50;Programmazione e gestione dei servizi educativi;M;170
2017/2018;LM-51;Psicologia;F;16544
2017/2018;LM-51;Psicologia;M;3913
2017/2018;LM-52;Relazioni internazionali;F;3949
2017/2018;LM-52;Relazioni internazionali;M;2694
2017/2018;LM-53;Scienza e ingegneria dei materiali;F;502
2017/2018;LM-53;Scienza e ingegneria dei materiali;M;1168
2017/2018;LM-54;Scienze chimiche;F;1368
2017/2018;LM-54;Scienze chimiche;M;1436
2017/2018;LM-55;Scienze cognitive;F;248
2017/2018;LM-55;Scienze cognitive;M;113
2017/2018;LM-56;Scienze dell'economia;F;4955
2017/2018;LM-56;Scienze dell'economia;M;6516
2017/2018;LM-57;Scienze dell'educazione degli adulti e della formazione continua;F;1290
2017/2018;LM-57;Scienze dell'educazione degli adulti e della formazione continua;M;201
2017/2018;LM-58;Scienze dell'universo;F;106
2017/2018;LM-58;Scienze dell'universo;M;164
2017/2018;LM-59;Scienze della comunicazione pubblica, d'impresa e pubblicità;F;3041
2017/2018;LM-59;Scienze della comunicazione pubblica, d'impresa e pubblicità;M;1300
2017/2018;LM-60;Scienze della natura;F;448
2017/2018;LM-60;Scienze della natura;M;321
2017/2018;LM-61;Scienze della nutrizione umana;F;2775
2017/2018;LM-61;Scienze della nutrizione umana;M;1014
2017/2018;LM-62;Scienze della politica;F;1388
2017/2018;LM-62;Scienze della politica;M;1478
2017/2018;LM-63;Scienze delle pubbliche amministrazioni;F;2194
2017/2018;LM-63;Scienze delle pubbliche amministrazioni;M;1593
2017/2018;LM-64;Scienze delle religioni;F;74
2017/2018;LM-64;Scienze delle religioni;M;71
2017/2018;LM-65;Scienze dello spettacolo e produzione multimediale;F;1414
2017/2018;LM-65;Scienze dello spettacolo e produzione multimediale;M;743
2017/2018;LM-66;Sicurezza informatica;F;44
2017/2018;LM-66;Sicurezza informatica;M;153
2017/2018;LM-67;Scienze e tecniche delle attività motorie preventive e adattate;F;1938
2017/2018;LM-67;Scienze e tecniche delle attività motorie preventive e adattate;M;2618
2017/2018;LM-68;Scienze e tecniche dello sport;F;541
2017/2018;LM-68;Scienze e tecniche dello sport;M;1709
2017/2018;LM-69;Scienze e tecnologie agrarie;F;797
2017/2018;LM-69;Scienze e tecnologie agrarie;M;1847
2017/2018;LM-70;Scienze e tecnologie alimentari;F;1581
2017/2018;LM-70;Scienze e tecnologie alimentari;M;1000
2017/2018;LM-71;Scienze e tecnologie della chimica industriale;F;283
2017/2018;LM-71;Scienze e tecnologie della chimica industriale;M;459
2017/2018;LM-72;Scienze e tecnologie della navigazione;F;22
2017/2018;LM-72;Scienze e tecnologie della navigazione;M;67
2017/2018;LM-73;Scienze e tecnologie forestali ed ambientali;F;339
2017/2018;LM-73;Scienze e tecnologie forestali ed ambientali;M;580
2017/2018;LM-74;Scienze e tecnologie geologiche;F;743
2017/2018;LM-74;Scienze e tecnologie geologiche;M;1277
2017/2018;LM-75;Scienze e tecnologie per l'ambiente e il territorio;F;583
2017/2018;LM-75;Scienze e tecnologie per l'ambiente e il territorio;M;575
2017/2018;LM-76;Scienze economiche per l'ambiente e la cultura;F;884
2017/2018;LM-76;Scienze economiche per l'ambiente e la cultura;M;296
2017/2018;LM-77;Scienze economico-aziendali;F;19956
2017/2018;LM-77;Scienze economico-aziendali;M;20894
2017/2018;LM-78;Scienze filosofiche;F;2278
2017/2018;LM-78;Scienze filosofiche;M;2290
2017/2018;LM-79;Scienze geofisiche;F;63
2017/2018;LM-79;Scienze geofisiche;M;65
2017/2018;LM-80;Scienze geografiche;F;86
2017/2018;LM-80;Scienze geografiche;M;117
2017/2018;LM-81;Scienze per la cooperazione allo sviluppo;F;1122
2017/2018;LM-81;Scienze per la cooperazione allo sviluppo;M;545
2017/2018;LM-82;Scienze statistiche;F;719
2017/2018;LM-82;Scienze statistiche;M;720
2017/2018;LM-83;Scienze statistiche attuariali e finanziarie;F;372
2017/2018;LM-83;Scienze statistiche attuariali e finanziarie;M;479
2017/2018;LM-84;Scienze storiche;F;1431
2017/2018;LM-84;Scienze storiche;M;2277
2017/2018;LM-85;Scienze pedagogiche;F;7870
2017/2018;LM-85;Scienze pedagogiche;M;709
2017/2018;LM-85 bis;Scienze della formazione primaria;F;25900
2017/2018;LM-85 bis;Scienze della formazione primaria;M;1470
2017/2018;LM-86;Scienze zootecniche e tecnologie  animali;F;432
2017/2018;LM-86;Scienze zootecniche e tecnologie  animali;M;275
2017/2018;LM-87;Servizio sociale e politiche sociali;F;4044
2017/2018;LM-87;Servizio sociale e politiche sociali;M;374
2017/2018;LM-88;Sociologia e ricerca sociale;F;1680
2017/2018;LM-88;Sociologia e ricerca sociale;M;716
2017/2018;LM-89;Storia dell'arte;F;3896
2017/2018;LM-89;Storia dell'arte;M;886
2017/2018;LM-90;Studi europei;F;314
2017/2018;LM-90;Studi europei;M;320
2017/2018;LM-91;Tecniche e metodi per la societa dell'informazione;F;68
2017/2018;LM-91;Tecniche e metodi per la societa dell'informazione;M;223
2017/2018;LM-92;Teorie della comunicazione;F;1223
2017/2018;LM-92;Teorie della comunicazione;M;513
2017/2018;LM-93;Teorie e metodologie dell'e-learning e della media education;F;14
2017/2018;LM-93;Teorie e metodologie dell'e-learning e della media education;M;4
2017/2018;LM-94;Traduzione specialistica e interpretariato;F;2006
2017/2018;LM-94;Traduzione specialistica e interpretariato;M;357
2017/2018;LMG/01;Magistrali in giurisprudenza;F;78408
2017/2018;LMG/01;Magistrali in giurisprudenza;M;47584
2017/2018;LMR/02;Conservazione e restauro dei beni culturali;F;441
2017/2018;LMR/02;Conservazione e restauro dei beni culturali;M;64
2017/2018;SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;F;359
2017/2018;SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;M;170
2017/2018;SNT1/S;Specialistiche nelle scienze infermieristiche e ostetriche;F;10
2017/2018;SNT1/S;Specialistiche nelle scienze infermieristiche e ostetriche;M;3
2017/2018;SNT2;Professioni sanitarie della riabilitazione;F;116
2017/2018;SNT2;Professioni sanitarie della riabilitazione;M;74
2017/2018;SNT2/S;Specialistiche nelle scienze delle professioni sanitarie della riabilitazione;F;1
2017/2018;SNT3;Professioni sanitarie tecniche;F;80
2017/2018;SNT3;Professioni sanitarie tecniche;M;63
2017/2018;SNT3/S;Specialistiche nelle scienze delle professioni sanitarie tecniche;F;2
2017/2018;SNT3/S;Specialistiche nelle scienze delle professioni sanitarie tecniche;M;1
2017/2018;SNT4;Professioni sanitarie della prevenzione;F;13
2017/2018;SNT4;Professioni sanitarie della prevenzione;M;19
2017/2018;SNT4/S;Specialistiche nelle scienze delle professioni sanitarie della prevenzione;M;2
2016/2017;1;Biotecnologie;F;248
2016/2017;1;Biotecnologie;M;109
2016/2017;01/S;Specialistiche in antropologia culturale ed etnologia;F;21
2016/2017;01/S;Specialistiche in antropologia culturale ed etnologia;M;4
2016/2017;2;Scienze dei servizi giuridici;F;333
2016/2017;2;Scienze dei servizi giuridici;M;270
2016/2017;02/S;Specialistiche in archeologia;F;22
2016/2017;02/S;Specialistiche in archeologia;M;13
2016/2017;3;Scienze della mediazione linguistica;F;552
2016/2017;3;Scienze della mediazione linguistica;M;120
2016/2017;03/S;Specialistiche in architettura del paesaggio;F;5
2016/2017;03/S;Specialistiche in architettura del paesaggio;M;5
2016/2017;4;Scienze dell'architettura e dell'ingegneria edile;F;562
2016/2017;4;Scienze dell'architettura e dell'ingegneria edile;M;676
2016/2017;04/S;Specialistiche in architettura e ingegneria edile;F;53
2016/2017;04/S;Specialistiche in architettura e ingegneria edile;M;80
2016/2017;04/S-cu;Scienze dell'architettura e dell'ingegneria edile - Ciclo Unico;F;1673
2016/2017;04/S-cu;Scienze dell'architettura e dell'ingegneria edile - Ciclo Unico;M;1527
2016/2017;5;Lettere;F;1198
2016/2017;5;Lettere;M;302
2016/2017;05/S;Specialistiche in archivistica e biblioteconomia;F;16
2016/2017;05/S;Specialistiche in archivistica e biblioteconomia;M;1
2016/2017;6;Scienze del servizio sociale;F;434
2016/2017;6;Scienze del servizio sociale;M;39
2016/2017;06/S;Specialistiche in biologia;F;55
2016/2017;06/S;Specialistiche in biologia;M;16
2016/2017;7;Urbanistica e scienze della pianificazione territoriale e ambientale;F;35
2016/2017;7;Urbanistica e scienze della pianificazione territoriale e ambientale;M;96
2016/2017;07/S;Specialistiche in biotecnologie agrarie;F;1
2016/2017;8;Ingegneria civile e ambientale;F;427
2016/2017;8;Ingegneria civile e ambientale;M;1148
2016/2017;08/S;Specialistiche in biotecnologie industriali;F;2
2016/2017;08/S;Specialistiche in biotecnologie industriali;M;2
2016/2017;9;Ingegneria dell'informazione;F;323
2016/2017;9;Ingegneria dell'informazione;M;1921
2016/2017;09/S;Specialistiche in biotecnologie mediche, veterinarie e farmaceutiche;F;12
2016/2017;09/S;Specialistiche in biotecnologie mediche, veterinarie e farmaceutiche;M;7
2016/2017;10;Ingegneria industriale;F;470
2016/2017;10;Ingegneria industriale;M;2219
2016/2017;10/S;Specialistiche in conservazione dei beni architettonici e ambientali;F;1
2016/2017;100/S;Specialistiche in tecniche e metodi per la societa dell'informazione;F;2
2016/2017;100/S;Specialistiche in tecniche e metodi per la societa dell'informazione;M;5
2016/2017;101/S;Specialistiche in teoria della comunicazione;F;15
2016/2017;101/S;Specialistiche in teoria della comunicazione;M;5
2016/2017;102/S;Specialistiche in teoria e tecniche della normazione e dell'informazione giuridica;M;2
2016/2017;103/S;Specialistiche in teorie e metodi del disegno industriale;F;13
2016/2017;103/S;Specialistiche in teorie e metodi del disegno industriale;M;17
2016/2017;104/S;Specialistiche in traduzione letteraria e in traduzione tecnico-scientifica;F;23
